LR.Index	CellCall	CellChat	CellPhoneDB	CytoTalk	ICELLNET	iTALK	NATMI	scMLnet	SinglecellsignalR	celltalkdb
CD14_ITGB2	0	0	0	0	0	0	0	0	1	1
CD14_RIPK1	0	0	0	0	0	0	0	0	1	1
CD14_TLR1	0	0	0	0	0	0	0	0	0	1
CD14_TLR4	0	0	0	0	0	0	0	0	1	1
CD14_TLR6	0	0	0	0	0	0	0	0	1	1
CD14_TLR9	0	0	0	0	0	0	0	0	0	1
CD160_TNFRSF14	0	0	0	0	1	0	1	0	1	1
CD177_PECAM1	0	0	1	0	0	0	1	0	1	0
CD1D_CEACAM5	0	1	0	0	0	0	0	0	0	0
CD1D_LILRB2	0	0	0	0	0	0	1	0	1	0
CD1D_XK	0	0	1	0	0	0	0	0	0	0
CD200R1_CD200	0	0	0	0	0	0	1	0	0	0
CD200_CD200R1	0	0	0	0	0	0	1	0	1	1
CD200_CD200R1L	0	0	0	0	0	0	1	0	0	0
CD209_CEACAM1	0	1	0	0	0	0	0	0	0	0
CD209_ICAM3	0	0	0	0	1	0	1	0	0	0
CD226_NECTIN2	0	1	0	0	0	0	1	0	0	0
CD226_PVR	0	1	0	0	0	0	1	0	0	0
CD22_PTPRC	0	1	0	0	0	0	1	0	1	0
CD244_CD48	0	0	0	0	0	0	1	0	0	0
CD24_SELP	0	0	0	1	0	1	1	1	1	1
CD24_SIGLEC10	0	0	0	0	1	1	0	0	0	1
CD274_CD80	0	0	0	1	1	0	1	0	1	1
CD274_PDCD1	0	1	0	1	1	1	1	0	1	1
CD28_CD80	0	0	1	0	0	0	1	0	0	0
CD28_CD86	0	0	1	0	0	0	1	0	0	0
CD2_CD48	0	0	0	0	0	0	1	0	0	0
CD34_SELE	0	0	0	0	0	0	1	0	0	0
CD34_SELL	0	0	0	1	0	1	1	1	1	1
CD34_SELP	0	1	0	0	0	1	1	1	1	1
CD36_TLR4	0	0	0	0	0	0	0	0	1	0
CD36_TLR6	0	0	0	0	0	0	0	0	1	0
CD38_PECAM1	0	0	0	0	0	0	1	0	0	0
CD40LG_CD40	1	1	0	1	1	1	1	1	1	1
CD40LG_ITGA2B	0	1	0	0	1	0	0	0	0	0
CD40LG_ITGA5	0	1	0	0	1	0	0	0	0	0
CD40LG_ITGAM	0	1	0	0	1	1	0	1	1	1
CD40LG_ITGB1	0	1	0	0	1	0	0	0	0	0
CD40LG_ITGB2	0	1	0	0	1	1	0	1	1	1
CD40LG_ITGB3	0	1	0	0	1	0	0	0	0	0
CD40LG_XK	0	0	1	0	0	0	0	0	0	0
CD40LG_TRAF3	0	0	0	0	0	1	0	1	1	1
CD44_SELE	0	0	0	0	0	0	1	0	0	0
CD46_JAG1	0	1	0	0	0	0	0	0	0	0
CD47_SIRPA	0	0	0	0	1	0	1	0	0	0
CD47_SIRPG	0	0	0	0	1	0	1	0	1	0
CD48_CD2	0	0	0	1	1	0	1	0	1	0
CD48_CD244	1	1	1	1	1	0	1	0	1	0
CD52_SIGLEC10	0	0	0	0	0	0	1	0	1	0
CD55_ADGRE2	0	0	0	0	0	1	0	1	1	1
CD55_ADGRE5	0	0	0	1	0	1	1	1	1	1
CD55_CR1	0	0	0	1	0	1	0	1	1	1
CD58_CD2	0	0	1	1	1	0	1	0	1	1
CD59_CD2	0	0	0	0	0	0	1	0	1	1
CD5L_CD5	0	0	0	1	0	1	1	1	1	1
CD69_KLRB1	0	1	0	0	0	0	0	0	0	0
CD6_ALCAM	0	1	0	0	0	0	1	0	1	1
CD70_CD27	0	1	1	1	1	1	1	1	1	1
CD70_XK	0	0	1	0	0	0	0	0	0	0
CD70_TNFRSF13B	0	0	0	0	0	0	0	0	0	1
CD70_TNFRSF17	0	0	0	0	0	0	0	0	0	1
CD72_CD5	0	0	0	0	1	0	0	0	0	0
CD72_XK	0	0	1	0	0	0	0	0	0	0
CD80_CD274	0	1	0	0	0	0	1	0	0	0
CD80_CD28	0	1	0	1	1	1	1	0	1	0
CD80_CTLA4	0	1	0	1	1	1	1	0	1	0
CD84_CD84	0	0	0	1	1	0	1	0	0	0
CD86_CD28	0	1	0	1	1	1	1	0	1	1
CD86_CTLA4	0	1	0	1	1	1	1	0	1	1
CD8A_CEACAM5	0	1	0	0	0	0	0	0	0	0
CD96_NECTIN1	0	1	0	0	0	0	1	0	0	0
CD96_PVR	0	1	0	0	0	0	1	0	0	0
CD99_CD81	0	0	0	0	0	0	0	0	0	1
CD99_CD99	0	1	0	0	0	0	0	0	0	0
CD99_CD99L2	0	1	0	0	0	0	0	0	0	0
CD99_PILRA	0	1	1	0	0	0	1	0	1	1
CD99_PILRB	0	0	0	0	0	0	1	0	0	0
CD9_L1CAM	0	0	0	0	0	0	1	0	0	0
CDH15_CDH15	0	1	0	0	0	0	0	0	0	0
CDH1_CDH1	0	1	0	0	0	0	0	0	0	0
CDH1_CDH2	0	0	0	0	0	1	0	1	1	1
CDH1_EGFR	0	0	0	1	1	1	1	1	1	1
CDH1_ERBB3	0	0	0	0	0	1	0	1	1	1
CDH1_IGF1R	0	0	0	1	0	1	1	1	1	1
CDH1_ITGA2	0	1	0	0	1	0	0	0	0	0
CDH1_ITGAE	0	1	0	1	1	1	1	1	1	1
CDH1_ITGB1	0	1	0	0	1	0	0	0	0	0
CDH1_ITGB7	0	1	0	1	1	1	1	1	1	1
CDH1_KLRG1	0	1	0	0	1	1	1	1	1	1
CDH1_LRP5	0	0	0	0	0	1	0	1	1	1
CDH1_PTPRF	0	0	0	1	0	1	0	1	1	1
CDH1_PTPRM	0	0	0	1	0	1	1	1	1	1
CDH2_CDH2	0	1	0	0	0	0	0	0	0	0
CDH4_CDH4	0	1	0	0	0	0	0	0	0	0
CDH5_CDH5	0	1	0	0	0	0	0	0	0	0
CEACAM16_TECTA	0	0	0	0	0	0	0	0	0	1
CEACAM16_TECTB	0	0	0	0	0	0	0	0	0	1
CEACAM1_CD209	0	0	0	0	0	0	1	0	1	1
CEACAM1_CEACAM5	0	1	0	0	0	0	0	0	0	0
CEACAM1_EGFR	0	0	0	0	0	0	0	0	0	1
CEACAM1_HAVCR2	0	0	0	1	1	0	1	0	0	0
CEACAM1_SELE	0	0	0	0	0	0	1	0	0	1
CEACAM5_CD1D	0	0	0	0	0	0	1	0	1	1
CEACAM5_CD8A	0	0	0	0	0	0	1	0	1	0
CEACAM5_CEACAM1	0	0	0	0	0	0	0	0	1	0
CEACAM6_CEACAM1	0	0	0	0	0	0	0	0	1	0
CEACAM6_CEACAM8	0	0	0	0	0	0	1	0	1	0
CEACAM6_EGFR	0	0	0	0	0	0	0	0	0	1
CEACAM8_CEACAM1	0	0	0	0	0	0	1	0	1	0
CELA3B_CHRM3	0	0	0	0	0	1	0	1	1	0
CEL_CXCR4	0	0	0	1	0	1	1	1	1	1
CER1_MRC2	0	0	1	0	0	0	0	0	0	1
CFAP276_PLSCR4	0	0	0	0	0	1	0	1	1	0
CFC1_ACVR1B	0	0	0	0	0	0	0	0	1	1
CFC1_ACVR2A	0	0	0	0	0	0	0	0	1	1
CFC1_SMAD3	0	0	0	0	0	0	0	0	1	1
CFH_ITGAM	0	0	0	1	0	1	1	1	1	1
CFH_SELL	0	0	0	1	0	1	1	1	1	1
CFP_NCR1	0	0	0	0	0	0	1	0	0	0
CGA_ADCYAP1R1	1	0	0	0	0	0	0	0	1	1
CGA_ADRB2	0	0	0	0	0	0	0	0	1	1
CGA_ADRB3	0	0	0	0	0	0	0	0	1	1
CGA_FSHR	1	1	0	1	0	1	0	1	1	1
CGA_GPR20	0	0	0	0	0	0	0	0	1	1
CGA_GPR84	0	0	0	0	0	0	0	0	1	1
CGA_LHCGR	1	1	0	1	0	1	1	1	1	1
CGA_PTH1R	0	0	0	0	0	0	0	0	1	1
CGA_RAMP2	0	0	0	0	0	0	0	0	1	1
CGA_RAMP3	0	0	0	0	0	0	0	0	1	1
CGA_SIRPA	0	0	0	0	0	1	0	1	1	0
CGA_TSHR	1	1	0	1	0	1	0	1	1	1
CGA_VIPR1	0	0	0	0	0	0	0	0	1	1
CGB3_ADCYAP1R1	0	0	0	0	0	0	0	0	1	0
CGB3_ADRB2	0	0	0	0	0	0	0	0	1	0
CGB3_ADRB3	0	0	0	0	0	0	0	0	1	0
CGB3_GPR20	0	0	0	0	0	0	0	0	1	0
CGB3_GPR84	0	0	0	0	0	0	0	0	1	0
CGB3_LHCGR	0	1	0	1	0	1	1	1	1	1
CGB3_PTH1R	0	0	0	0	0	0	0	0	1	0
CGB3_RAMP2	0	0	0	0	0	0	0	0	1	0
CGB3_RAMP3	0	0	0	0	0	0	0	0	1	0
CGB3_SIRPA	0	0	0	0	0	1	0	1	1	0
CGB3_TSHR	0	0	0	0	0	0	0	0	1	0
CGB3_VIPR1	0	0	0	0	0	0	0	0	1	0
CGB5_LHCGR	0	0	0	0	0	0	0	0	0	1
CGN_F11R	0	0	0	1	0	1	1	1	1	1
CGN_OCLN	0	0	0	0	0	1	0	1	1	1
CGN_TGFBR1	0	0	0	0	0	1	0	1	1	1
CGN_TGFBR2	0	0	0	0	0	1	0	1	1	1
CHAD_ITGA2	0	1	0	1	0	1	1	1	1	1
CHAD_ITGB1	0	1	0	1	0	1	1	1	1	1
CIRBP_TREM1	0	0	0	0	0	0	1	0	0	0
CKLF_CCR4	0	0	0	0	0	0	0	0	0	1
CKLF_LRP6	0	0	0	0	0	0	0	0	0	1
CLCF1_CNTFR	0	1	1	1	1	1	1	1	1	1
CLCF1_CRLF1	0	0	0	1	0	1	1	1	1	1
CLCF1_IL6ST	0	1	0	1	1	1	1	1	1	1
CLCF1_LIFR	0	1	1	1	0	1	1	1	1	1
CLCF1_XK	0	0	1	0	0	0	0	0	0	0
CLDN11_CLDN11	1	1	0	0	0	0	0	0	0	0
CLDN14_CLDN16	1	0	0	0	0	0	0	0	0	0
CLDN16_CLDN19	1	0	0	0	0	0	0	0	0	0
CLDN18_CLDN19	1	0	0	0	0	0	0	0	0	0
CLDN19_CLDN16	1	0	0	0	0	0	0	0	0	0
CLDN19_CLDN18	1	0	0	0	0	0	0	0	0	0
CLDN19_CLDN19	1	0	0	0	0	0	0	0	0	0
CLDN19_CLDN6	1	0	0	0	0	0	0	0	0	0
CLDN19_CLDN7	1	0	0	0	0	0	0	0	0	0
CLDN19_CLDN8	1	0	0	0	0	0	0	0	0	0
CLDN19_CLDN9	1	0	0	0	0	0	0	0	0	0
CLDN1_CLDN2	1	0	0	0	0	0	0	0	0	0
CLDN1_CLDN3	1	0	0	0	0	0	0	0	0	0
CLDN2_CLDN2	1	0	0	0	0	0	0	0	0	0
CLDN2_CLDN3	1	0	0	0	0	0	0	0	0	0
CLDN3_CLDN1	1	0	0	0	0	0	0	0	0	0
CLDN3_CLDN5	1	0	0	0	0	0	0	0	0	0
CLDN5_CLDN3	1	0	0	0	0	0	0	0	0	0
CLEC11A_ITGA10	0	0	0	0	0	0	1	0	0	0
CLEC11A_ITGA11	0	0	0	0	0	0	1	0	0	0
CLEC11A_ITGB1	0	0	0	0	0	0	1	0	0	0
CLEC11A_KIT	0	0	0	0	0	1	0	1	0	0
CLEC1B_KLRB1	0	1	0	0	0	0	0	0	0	0
CLEC1B_PDPN	0	0	0	0	1	0	0	0	0	0
CLEC2A_KLRB1	0	1	0	0	0	0	0	0	0	0
CLEC2A_KLRF2	0	0	0	0	0	0	1	0	1	1
CLEC2B_KLRB1	0	1	0	0	0	0	0	0	0	0
CLEC2B_KLRF1	0	0	0	0	0	0	1	0	1	1
CLEC2D_KLRB1	0	1	0	0	0	0	1	0	0	1
CLEC2L_KLRB1	0	1	0	0	0	0	0	0	0	0
CLEC3A_CLEC10A	0	0	0	0	0	1	0	1	1	1
CLEC3A_CLEC2B	0	0	0	0	0	1	0	1	1	0
CLEC4G_LAG3	0	0	0	1	1	0	1	0	0	0
CNTF_CNTFR	1	1	1	1	1	1	1	1	1	1
CNTF_EGFR	1	0	1	0	0	0	0	0	0	1
CNTF_IL6R	1	0	0	1	0	1	1	1	1	1
CNTF_IL6ST	1	1	0	1	1	1	1	1	1	1
CNTF_LIFR	1	1	1	1	1	1	1	1	1	1
CNTF_XK	0	0	1	0	0	0	0	0	0	0
CNTN1_NOTCH1	0	0	0	0	0	0	1	0	0	0
CNTN1_NOTCH2	0	0	0	0	0	0	1	0	0	0
CNTN1_NRCAM	0	1	0	0	0	0	0	0	0	0
CNTN1_PTPRZ1	0	0	0	0	0	0	1	0	0	0
CNTN2_CNTN1	0	0	0	1	0	1	1	1	1	1
CNTN2_CNTN2	0	1	0	0	0	0	0	0	0	0
CNTN2_CNTNAP2	0	1	0	1	0	1	1	1	1	1
CNTN2_L1CAM	0	1	0	0	0	0	0	0	0	0
CNTN2_NELL1	0	0	0	0	0	1	0	1	1	0
CNTN2_NRCAM	0	0	0	1	0	1	1	1	1	1
CNTN2_NRP1	0	0	0	0	0	0	0	0	0	1
CNTN3_PTPRG	0	0	0	0	0	0	0	0	0	1
CNTN4_PTPRG	0	0	0	1	0	1	1	1	1	1
CNTN6_NOTCH1	0	0	0	0	0	0	1	0	0	0
COL10A1_ITGA1	0	0	0	0	1	0	0	0	0	0
COL10A1_ITGA10	0	0	0	0	1	0	0	0	0	0
COL10A1_ITGA11	0	0	0	0	1	0	0	0	0	0
COL10A1_ITGA2	0	0	0	0	1	0	0	0	0	0
COL10A1_ITGB1	0	0	0	0	1	0	0	0	0	0
COL11A1_DDR1	0	0	0	1	0	1	1	1	1	1
COL11A1_ITGA1	0	0	0	0	1	0	0	0	0	0
COL11A1_ITGA10	0	0	0	0	1	0	0	0	0	0
COL11A1_ITGA11	0	0	0	0	1	0	0	0	0	0
COL11A1_ITGA2	0	0	0	0	1	1	0	1	1	1
COL11A1_ITGB1	0	0	0	0	1	1	0	1	1	1
COL11A2_ITGA1	0	0	0	0	1	0	0	0	0	0
COL11A2_ITGA10	0	0	0	0	1	0	0	0	0	0
COL11A2_ITGA11	0	0	0	0	1	0	0	0	0	0
COL11A2_ITGA2	0	0	0	0	1	0	0	0	0	0
COL11A2_ITGB1	0	0	0	0	1	0	0	0	0	0
COL12A1_ITGA1	0	0	0	0	1	0	0	0	0	0
COL12A1_ITGA10	0	0	0	0	1	0	0	0	0	0
COL12A1_ITGA11	0	0	0	0	1	0	0	0	0	0
COL12A1_ITGA2	0	0	0	0	1	0	0	0	0	0
COL12A1_ITGB1	0	0	0	0	1	0	0	0	0	0
COL13A1_ITGA1	0	0	0	0	1	0	0	0	0	0
COL13A1_ITGA10	0	0	0	0	1	0	0	0	0	0
COL13A1_ITGA11	0	0	0	0	1	0	0	0	0	0
COL13A1_ITGA2	0	0	0	0	1	0	0	0	0	0
COL13A1_ITGB1	0	0	0	0	1	0	0	0	0	0
COL14A1_CD44	0	0	0	1	0	1	1	1	1	1
COL14A1_ITGA1	0	0	0	0	1	0	0	0	0	0
COL14A1_ITGA10	0	0	0	0	1	0	0	0	0	0
COL14A1_ITGA11	0	0	0	0	1	0	0	0	0	0
COL14A1_ITGA2	0	0	0	0	1	0	0	0	0	0
COL14A1_ITGB1	0	0	0	0	1	0	0	0	0	0
COL15A1_ITGA1	0	0	0	0	1	0	0	0	0	0
COL15A1_ITGA10	0	0	0	0	1	0	0	0	0	0
COL15A1_ITGA11	0	0	0	0	1	0	0	0	0	0
COL15A1_ITGA2	0	0	0	0	1	0	0	0	0	0
COL15A1_ITGB1	0	0	0	0	1	0	0	0	0	0
COL16A1_ITGA1	0	0	0	0	1	0	0	0	0	0
COL16A1_ITGA10	0	0	0	0	1	0	0	0	0	0
COL16A1_ITGA11	0	0	0	0	1	0	0	0	0	0
COL16A1_ITGA2	0	0	0	0	1	0	0	0	0	0
COL16A1_ITGB1	0	0	0	0	1	0	0	0	1	1
COL17A1_ITGA1	0	0	0	0	1	0	0	0	0	0
COL17A1_ITGA10	0	0	0	0	1	0	0	0	0	0
COL17A1_ITGA11	0	0	0	0	1	0	0	0	0	0
COL17A1_ITGA2	0	0	0	0	1	0	0	0	0	0
COL17A1_ITGB1	0	0	0	0	1	0	0	0	0	0
COL18A1_GPC1	0	0	0	1	0	1	1	1	1	1
COL18A1_GPC4	0	0	0	1	0	1	1	1	1	1
COL18A1_ITGA1	0	0	0	0	1	0	0	0	0	0
COL18A1_ITGA10	0	0	0	0	1	0	0	0	0	0
COL18A1_ITGA11	0	0	0	0	1	0	0	0	0	0
COL18A1_ITGA2	0	0	0	0	1	0	0	0	0	0
COL18A1_ITGA3	0	0	0	0	0	0	0	0	1	1
COL18A1_ITGA5	0	0	0	1	0	1	1	1	1	1
COL18A1_ITGB1	0	0	0	1	1	1	1	1	1	1
COL18A1_ITGB3	0	0	0	0	0	0	0	0	1	1
COL18A1_ITGB5	0	0	0	0	0	0	0	0	1	1
COL18A1_KDR	0	0	0	1	0	1	1	1	1	1
COL18A1_PTPRS	0	0	0	0	0	0	1	0	0	0
COL19A1_ITGA1	0	0	0	0	1	0	0	0	0	0
COL19A1_ITGA10	0	0	0	0	1	0	0	0	0	0
COL19A1_ITGA11	0	0	0	0	1	0	0	0	0	0
COL19A1_ITGA2	0	0	0	0	1	0	0	0	0	0
COL19A1_ITGB1	0	0	0	0	1	0	0	0	0	0
COL1A1_CD36	0	0	0	1	0	1	1	1	1	1
COL1A1_CD44	0	1	0	1	0	1	1	1	1	1
COL1A1_CD93	0	0	0	1	0	1	1	1	1	1
COL1A1_DDR1	0	0	0	1	1	1	1	1	1	1
COL1A1_DDR2	0	0	0	1	1	1	1	1	1	1
COL1A1_FLT4	0	0	0	0	0	1	0	1	1	1
COL1A1_GP6	0	1	0	0	0	0	1	0	0	0
COL1A1_ITGA1	0	1	0	0	1	1	0	1	1	1
COL1A1_ITGA10	0	1	0	0	1	0	0	0	0	0
COL1A1_ITGA11	0	1	0	1	1	1	1	1	1	1
COL1A1_ITGA2	0	1	0	1	1	1	1	1	1	1
COL1A1_ITGA3	0	1	0	0	0	0	0	0	0	0
COL1A1_ITGA5	0	0	0	1	0	1	1	1	1	1
COL1A1_ITGA9	0	1	0	0	0	0	0	0	0	0
COL1A1_ITGAV	0	1	0	0	0	1	0	1	1	1
COL1A1_ITGB1	0	1	0	1	1	1	1	1	1	1
COL1A1_ITGB8	0	1	0	0	0	0	0	0	0	0
COL1A1_SDC1	0	1	0	0	0	0	0	0	0	0
COL1A1_SDC4	0	1	0	0	0	0	0	0	0	0
COL1A1_TMPRSS6	0	0	0	1	0	1	0	1	1	1
COL1A2_CD36	0	0	0	1	0	1	0	1	1	1
COL1A2_CD44	0	1	0	1	0	1	1	1	1	1
COL1A2_CD93	0	0	0	1	0	1	1	1	1	1
COL1A2_DDR1	0	0	0	0	1	0	0	0	0	0
COL1A2_DDR2	0	0	0	0	1	0	0	0	0	0
COL1A2_FLT4	0	0	0	0	0	1	0	1	1	1
COL1A2_GP6	0	1	0	0	0	0	1	0	0	0
COL1A2_ITGA1	0	1	0	0	1	1	0	1	1	1
COL1A2_ITGA10	0	1	0	0	1	0	0	0	0	0
COL1A2_ITGA11	0	1	0	0	1	1	1	1	1	1
COL1A2_ITGA2	0	1	0	1	1	1	1	1	1	1
COL1A2_ITGA2B	0	0	0	1	0	1	0	1	1	1
COL1A2_ITGA3	0	1	0	0	0	0	0	0	0	0
COL1A2_ITGA9	0	1	0	0	0	0	0	0	0	0
COL1A2_ITGAV	0	1	0	0	0	1	0	1	1	1
COL1A2_ITGB1	0	1	0	0	1	1	1	1	1	1
COL1A2_ITGB3	0	0	0	1	0	1	1	1	1	1
COL1A2_ITGB8	0	1	0	0	0	0	0	0	0	0
COL1A2_SDC1	0	1	0	0	0	0	0	0	0	0
COL1A2_SDC4	0	1	0	0	0	0	0	0	0	0
COL20A1_ITGA1	0	0	0	0	1	0	0	0	0	0
COL20A1_ITGA10	0	0	0	0	1	0	0	0	0	0
COL20A1_ITGA11	0	0	0	0	1	0	0	0	0	0
COL20A1_ITGA2	0	0	0	0	1	0	0	0	0	0
COL20A1_ITGB1	0	0	0	0	1	0	0	0	0	0
COL21A1_ITGA1	0	0	0	0	1	0	0	0	0	0
COL21A1_ITGA10	0	0	0	0	1	0	0	0	0	0
COL21A1_ITGA11	0	0	0	0	1	0	0	0	0	0
COL21A1_ITGA2	0	0	0	0	1	0	0	0	0	0
COL21A1_ITGB1	0	0	0	0	1	0	0	0	0	0
COL22A1_ITGA1	0	0	0	0	1	0	0	0	0	0
COL22A1_ITGA10	0	0	0	0	1	0	0	0	0	0
COL22A1_ITGA11	0	0	0	0	1	0	0	0	0	0
COL22A1_ITGA2	0	0	0	0	1	0	0	0	0	0
COL22A1_ITGB1	0	0	0	0	1	0	0	0	0	0
COL24A1_ITGA1	0	0	0	0	1	0	0	0	0	0
COL24A1_ITGA10	0	0	0	0	1	0	0	0	0	0
COL24A1_ITGA11	0	0	0	0	1	0	0	0	0	0
COL24A1_ITGA2	0	0	0	0	1	0	0	0	0	0
COL24A1_ITGB1	0	0	0	0	1	0	0	0	0	0
COL26A1_ITGA1	0	0	0	0	1	0	0	0	0	0
COL26A1_ITGA10	0	0	0	0	1	0	0	0	0	0
COL26A1_ITGA11	0	0	0	0	1	0	0	0	0	0
COL26A1_ITGA2	0	0	0	0	1	0	0	0	0	0
COL26A1_ITGB1	0	0	0	0	1	0	0	0	0	0
COL27A1_ITGA1	0	0	0	0	1	0	0	0	0	0
COL27A1_ITGA10	0	0	0	0	1	0	0	0	0	0
COL27A1_ITGA11	0	0	0	0	1	0	0	0	0	0
COL27A1_ITGA2	0	0	0	0	1	0	0	0	0	0
COL27A1_ITGB1	0	0	0	0	1	0	0	0	0	0
COL28A1_ITGA1	0	0	0	0	1	0	0	0	0	0
COL28A1_ITGA10	0	0	0	0	1	0	0	0	0	0
COL28A1_ITGA11	0	0	0	0	1	0	0	0	0	0
COL28A1_ITGA2	0	0	0	0	1	0	0	0	0	0
COL28A1_ITGB1	0	0	0	0	1	0	0	0	0	0
COL2A1_CD44	0	1	0	0	0	0	0	0	0	0
COL2A1_DDR1	0	0	0	1	1	1	1	1	1	1
COL2A1_GP6	0	1	0	0	0	0	0	0	0	0
COL2A1_ITGA1	0	1	0	0	1	1	0	1	1	1
COL2A1_ITGA10	0	1	0	1	1	1	1	1	1	1
COL2A1_ITGA11	0	1	0	0	1	0	0	0	0	0
COL2A1_ITGA2	0	1	0	1	1	1	1	1	1	1
COL2A1_ITGA2B	0	0	0	1	0	1	0	1	1	1
COL2A1_ITGA3	0	1	0	0	0	0	0	0	0	0
COL2A1_ITGA9	0	1	0	0	0	0	0	0	0	0
COL2A1_ITGAV	0	1	0	0	0	0	0	0	0	0
COL2A1_ITGB1	0	1	0	1	1	1	1	1	1	1
COL2A1_ITGB8	0	1	0	0	0	0	0	0	0	0
COL2A1_MAG	0	0	0	1	0	1	1	1	1	1
COL2A1_OR1E1	0	0	0	0	0	1	0	1	1	0
COL2A1_SDC1	0	1	0	0	0	0	0	0	0	0
COL2A1_SDC4	0	1	0	0	0	0	0	0	0	0
COL2A1_TNFRSF10A	0	0	0	1	0	1	1	1	1	1
COL3A1_DDR1	0	0	0	1	1	1	1	1	1	1
COL3A1_DDR2	0	0	0	1	1	1	1	1	1	1
COL3A1_ITGA1	0	0	0	0	1	0	0	0	0	0
COL3A1_ITGA10	0	0	0	0	1	0	0	0	0	0
COL3A1_ITGA11	0	0	0	0	1	0	0	0	0	0
COL3A1_ITGA2	0	0	0	0	1	1	0	1	1	1
COL3A1_ITGB1	0	0	0	0	1	1	0	1	1	1
COL3A1_MAG	0	0	0	1	0	1	1	1	1	1
COL4A1_CD44	0	1	0	0	0	0	0	0	0	0
COL4A1_CD47	0	0	0	0	0	1	0	1	1	1
COL4A1_CD93	0	0	0	1	0	1	1	1	1	1
COL4A1_DDR1	0	0	0	0	1	0	0	0	0	0
COL4A1_GP6	0	1	0	0	0	0	0	0	0	0
COL4A1_ITGA1	0	1	0	1	1	1	1	1	1	1
COL4A1_ITGA10	0	1	0	0	1	0	0	0	0	0
COL4A1_ITGA11	0	1	0	0	1	0	0	0	0	0
COL4A1_ITGA2	0	1	0	0	1	1	0	1	1	1
COL4A1_ITGA3	0	1	0	0	0	0	0	0	0	0
COL4A1_ITGA9	0	1	0	0	0	0	0	0	0	0
COL4A1_ITGAV	0	1	0	1	0	1	1	1	1	1
COL4A1_ITGB1	0	1	0	1	1	1	1	1	1	1
COL4A1_ITGB8	0	1	0	1	0	1	1	1	1	1
COL4A1_SDC1	0	1	0	0	0	0	0	0	0	0
COL4A1_SDC4	0	1	0	0	0	0	0	0	0	0
COL4A2_CD44	0	1	0	0	0	0	0	0	0	0
COL4A2_CD93	0	0	0	1	0	1	1	1	1	1
COL4A2_DDR1	0	0	0	0	1	0	0	0	0	0
COL4A2_GP6	0	1	0	0	0	0	0	0	0	0
COL4A2_ITGA1	0	1	0	0	1	0	0	0	0	0
COL4A2_ITGA10	0	1	0	0	1	0	0	0	0	0
COL4A2_ITGA11	0	1	0	0	1	0	0	0	0	0
COL4A2_ITGA2	0	1	0	0	1	0	0	0	0	0
COL4A2_ITGA3	0	1	0	0	0	0	0	0	0	0
COL4A2_ITGA9	0	1	0	0	0	0	0	0	0	0
COL4A2_ITGAV	0	1	0	0	0	0	0	0	0	0
COL4A2_ITGB1	0	1	0	0	1	0	0	0	0	0
COL4A2_ITGB3	0	0	0	0	0	0	0	0	1	1
COL4A2_ITGB5	0	0	0	0	0	0	0	0	1	1
COL4A2_ITGB8	0	1	0	0	0	0	0	0	0	0
COL4A2_SDC1	0	1	0	0	0	0	0	0	0	0
COL4A2_SDC4	0	1	0	0	0	0	0	0	0	0
COL4A3_CD44	0	1	0	0	0	0	0	0	0	0
COL4A3_CD47	0	0	0	1	0	1	1	1	1	1
COL4A3_CD93	0	0	0	1	0	1	1	1	1	1
COL4A3_DDR1	0	0	0	0	1	0	0	0	0	0
COL4A3_GP6	0	1	0	0	0	0	0	0	0	0
COL4A3_ITGA1	0	1	0	0	1	1	0	1	1	1
COL4A3_ITGA10	0	1	0	0	1	0	0	0	0	0
COL4A3_ITGA11	0	1	0	0	1	0	0	0	0	0
COL4A3_ITGA2	0	1	0	0	1	1	0	1	1	1
COL4A3_ITGA3	0	1	0	0	0	0	0	0	1	1
COL4A3_ITGA9	0	1	0	0	0	0	0	0	0	0
COL4A3_ITGAV	0	1	0	1	0	1	1	1	1	1
COL4A3_ITGB1	0	1	0	0	1	1	0	1	1	1
COL4A3_ITGB3	0	0	0	0	0	0	0	0	1	1
COL4A3_ITGB8	0	1	0	0	0	0	0	0	0	0
COL4A3_SDC1	0	1	0	0	0	0	0	0	0	0
COL4A3_SDC4	0	1	0	0	0	0	0	0	0	0
COL4A4_CD44	0	1	0	0	0	0	0	0	0	0
COL4A4_CD47	0	0	0	0	0	1	0	1	1	1
COL4A4_CD93	0	0	0	1	0	1	0	1	1	1
COL4A4_DDR1	0	0	0	0	1	0	0	0	0	0
COL4A4_GP6	0	1	0	0	0	0	0	0	0	0
COL4A4_ITGA1	0	1	0	0	1	1	0	1	1	1
COL4A4_ITGA10	0	1	0	0	1	0	0	0	0	0
COL4A4_ITGA11	0	1	0	0	1	0	0	0	0	0
COL4A4_ITGA2	0	1	0	0	1	1	0	1	1	1
COL4A4_ITGA3	0	1	0	0	0	0	0	0	0	0
COL4A4_ITGA9	0	1	0	0	0	0	0	0	0	0
COL4A4_ITGAV	0	1	0	0	0	1	0	1	1	1
COL4A4_ITGB1	0	1	0	0	1	1	0	1	1	1
COL4A4_ITGB3	0	0	0	0	0	0	0	0	1	1
COL4A4_ITGB8	0	1	0	0	0	0	0	0	0	0
COL4A4_SDC1	0	1	0	0	0	0	0	0	0	0
COL4A4_SDC4	0	1	0	0	0	0	0	0	0	0
COL4A5_CD44	0	1	0	0	0	0	0	0	0	0
